	Index	handle	page_n	ne	type_ne	crossref_doi	crossref_phrase	pdf_phrase	funder	matched_funder
452	888	10419/194363	23	Sociale Economie			"""Steunpunt Werk en Sociale Economie"" financed within the Flemish program of strategic labor market research of the Flemish minister of Employment, Economics, Innovation and Sports'"	"Acknowledgements
The authors acknowledge financial support of the Flemish minister of Employment, Economics, Innovation and Sports
within the Flemish program of strategic labor market research “Steunpunt Werk en Sociale Economie”(2012–2016)."	Y	
453	896	10419/194379	9	Eduworks Marie Curie Initial Training Network Project		'10.13039/501100004963'	'Seventh Framework Programme', 'European Trade Union Institute'	The authors are grateful to the European Trade Union Institute (ETUI) for financial support towards the production of this paper. Brian Fabo acknowledges the financial support of the Eduworks Marie Curie Initial Training Network Project (PITN-GA-2013-608311) of the European Commission’s 7th Framework Programme.	Y	
454	897	10419/194379	9	European Commission ’s 7th Framework Programme		'10.13039/501100004963'	'Seventh Framework Programme', 'European Trade Union Institute'	The authors are grateful to the European Trade Union Institute (ETUI) for financial support towards the production of this paper. Brian Fabo acknowledges the financial support of the Eduworks Marie Curie Initial Training Network Project (PITN-GA-2013-608311) of the European Commission’s 7th Framework Programme.	Y	
455	898	10419/194379	9	ETUI		'10.13039/501100004963'	'Seventh Framework Programme', 'European Trade Union Institute'	The authors are grateful to the European Trade Union Institute (ETUI) for financial support towards the production of this paper. Brian Fabo acknowledges the financial support of the Eduworks Marie Curie Initial Training Network Project (PITN-GA-2013-608311) of the European Commission’s 7th Framework Programme.	Y	
456	900	10419/194630	13	funded Seventh Framework Programme GEOCARBON project		'10.13039/501100004963'	'Seventh Framework Programme'	The work presented in this article has been carried out under the EU-funded Seventh Framework Programme GEOCARBON project [grant number 283080].	Y	
457	904	10419/194631	11	NSF			'NSF'	This work was supported by the NSF [grant number SMA 1358847].	Y	Demensförbundet (Sweden); doi:10.13039/100010773; 90.00
458	905	10419/194631	11	SMA			'NSF'	This work was supported by the NSF [grant number SMA 1358847].	Y	Försvarsmakten (Sweden); doi:10.13039/501100009238; 90.00
459	906	10419/194635	10	Norges Forskningsråd		'10.13039/501100005416'	'Norges Forskningsråd'	This work was supported by Norges Forskningsråd.	Y	Norges Forskningsråd (Norway); doi:10.13039/501100005416; 95.00
460	909	10419/194641	12	High - level Young Scholars Team - Building Fund of Sichuan University		'10.13039/501100004829', '10.13039/501100004912'	'Department of Science and Technology of Sichuan Province', 'Sichuan University'	This paper was supported by the High-level Young Scholars Team-Building Fund of Sichuan University [grant numbers SKGT20130, SKQY201520]; Soft Science Fund of Department of Science and Technology of Sichuan Province [grant numbers 2015ZR0106, 2016ZR0017].	Y	
461	910	10419/194641	12	Sichuan Province		'10.13039/501100004829', '10.13039/501100004912'	'Department of Science and Technology of Sichuan Province', 'Sichuan University'	This paper was supported by the High-level Young Scholars Team-Building Fund of Sichuan University [grant numbers SKGT20130, SKQY201520]; Soft Science Fund of Department of Science and Technology of Sichuan Province [grant numbers 2015ZR0106, 2016ZR0017].	Y	Sichuan Province Youth Science and Technology Innovation Team (China); doi:10.13039/501100010250; 90.00
462	912	10419/194654	15	Research grant		'10.13039/501100004681'	'Higher Education Commission, Pakistan'	The authors acknowledge the Research grant from Higher Education Commission (HEC) of Pakistan for funding this research under HEC-NRPU Research Project No. 1992. 	Y	Research Grants Council, University Grants Committee (Hong Kong); doi:10.13039/501100002920; 90.00
463	913	10419/194654	15	HEC - NRPU Research Project No.1992		'10.13039/501100004681'	'Higher Education Commission, Pakistan'	The authors acknowledge the Research grant from Higher Education Commission (HEC) of Pakistan for funding this research under HEC-NRPU Research Project No. 1992. 	Y	
464	913	10419/194654	15	HEC - NRPU Research Project No.1992		'10.13039/501100004681'	'Higher Education Commission, Pakistan'	The authors acknowledge the Research grant from Higher Education Commission (HEC) of Pakistan for funding this research under HEC-NRPU Research Project No. 1992. 	Y	
465	918	10419/194655	14	Masters ’ Scholarship and Netherlands Fellowship Program			'Masters' Scholarship', 'Masters’ Scholarship', 'Netherlands Fellowship Program'	This work was supported by Masters’ Scholarship and Netherlands Fellowship Program.	Y	
466	925	10419/194661	10	Russian Economy			'NRU HSE Laboratory for Macro-Structural Modeling of the Russian Economy'	This work was supported by NRU HSE Laboratory for Macro- Structural Modeling of the Russian Economy.	Y	
467	927	10419/194661	10	NRU			'NRU HSE Laboratory for Macro-Structural Modeling of the Russian Economy'	This work was supported by NRU HSE Laboratory for Macro- Structural Modeling of the Russian Economy.	Y	Center for Advanced Studies for Agriculture and Food, KU Institute for Advanced Studies, Kasetsart University (Thailand) (CASAF, NRU-KU (Thailand)); doi:10.13039/501100017482; 90.00
468	928	10419/194661	10	HSE			'NRU HSE Laboratory for Macro-Structural Modeling of the Russian Economy'	This work was supported by NRU HSE Laboratory for Macro- Structural Modeling of the Russian Economy.	Y	State Key Laboratory of Hydroscience and Engineering (China) (SKLHSE (China)); doi:10.13039/501100011428; 90.00
469	930	10419/194671	27	National Research Foundation of South Africa		'10.13039/501100007114', '10.13039/501100001321'	'African Institute for Mathematical Sciences', 'National Research Foundation', 'ACQuFRR'	This work was supported by funds from the National Research Foundation of South Africa (NRF), the African Institute for Mathematical Sciences (AIMS) and the African Collaboration for Quantitative Finance and Risk Research (ACQuFRR) which is the research section of the African Institute of Financial Markets and Risk Management (AIFMRM), which delivers postgraduate education and training in financial markets, risk management and quantitative finance at the University of Cape Town in South Africa.	Y	National Research Foundation (South Africa); doi:10.13039/501100001321; 97.67
470	931	10419/194671	27	African Collaboration for Quantitative Finance		'10.13039/501100007114', '10.13039/501100001321'	'African Institute for Mathematical Sciences', 'National Research Foundation', 'ACQuFRR'	This work was supported by funds from the National Research Foundation of South Africa (NRF), the African Institute for Mathematical Sciences (AIMS) and the African Collaboration for Quantitative Finance and Risk Research (ACQuFRR) which is the research section of the African Institute of Financial Markets and Risk Management (AIFMRM), which delivers postgraduate education and training in financial markets, risk management and quantitative finance at the University of Cape Town in South Africa.	Y	
471	932	10419/194671	27	African Institute of Financial Markets		'10.13039/501100007114', '10.13039/501100001321'	'African Institute for Mathematical Sciences', 'National Research Foundation', 'ACQuFRR'	This work was supported by funds from the National Research Foundation of South Africa (NRF), the African Institute for Mathematical Sciences (AIMS) and the African Collaboration for Quantitative Finance and Risk Research (ACQuFRR) which is the research section of the African Institute of Financial Markets and Risk Management (AIFMRM), which delivers postgraduate education and training in financial markets, risk management and quantitative finance at the University of Cape Town in South Africa.	Y	
472	933	10419/194671	27	University of Cape Town		'10.13039/501100007114', '10.13039/501100001321'	'African Institute for Mathematical Sciences', 'National Research Foundation', 'ACQuFRR'	This work was supported by funds from the National Research Foundation of South Africa (NRF), the African Institute for Mathematical Sciences (AIMS) and the African Collaboration for Quantitative Finance and Risk Research (ACQuFRR) which is the research section of the African Institute of Financial Markets and Risk Management (AIFMRM), which delivers postgraduate education and training in financial markets, risk management and quantitative finance at the University of Cape Town in South Africa.	Y	School of Public Health and Family Medicine, University of Cape Town (South Africa); doi:10.13039/100012941; 90.00
473	936	10419/194671	27	NRF		'10.13039/501100007114', '10.13039/501100001321'	'African Institute for Mathematical Sciences', 'National Research Foundation', 'ACQuFRR'	This work was supported by funds from the National Research Foundation of South Africa (NRF), the African Institute for Mathematical Sciences (AIMS) and the African Collaboration for Quantitative Finance and Risk Research (ACQuFRR) which is the research section of the African Institute of Financial Markets and Risk Management (AIFMRM), which delivers postgraduate education and training in financial markets, risk management and quantitative finance at the University of Cape Town in South Africa.	Y	European Maritime and Fisheries Fund (Belgium) (ENRF (Belgium)); doi:10.13039/100014510; 90.00
