	handle	page_n	ne	type_ne	crossref_doi	crossref_phrase	pdf_phrase	funder
713	10419/179181	22	NSF		'10.13039/501100007040', '10.13039/100006445'	'Singapore University of Technology and Design', 'Center for Hierarchical Manufacturing, National Science Foundation'	Georgios Piliouras would like to acknowledge SUTD grant SRG ESD 2015 097 and MOE AcRF Tier 2 Grant 2016-T2-1-170 and an NRF 2018 Fellowship (NRF-NRFF2018-07). Ger Yang is supported in part by NSF grant numbers CCF-1216103, CCF-1350823, CCF-1331863, and CCF-1733832. David Basanta is partly funded by an NCI U01 (NCI) U01CA202958-01.	Y
714	10419/179181	22	NCI		'10.13039/501100007040', '10.13039/100006445'	'Singapore University of Technology and Design', 'Center for Hierarchical Manufacturing, National Science Foundation'	Georgios Piliouras would like to acknowledge SUTD grant SRG ESD 2015 097 and MOE AcRF Tier 2 Grant 2016-T2-1-170 and an NRF 2018 Fellowship (NRF-NRFF2018-07). Ger Yang is supported in part by NSF grant numbers CCF-1216103, CCF-1350823, CCF-1331863, and CCF-1733832. David Basanta is partly funded by an NCI U01 (NCI) U01CA202958-01.	Y
715	10419/179190	13	18 Acknowledgments		'10.13039/100008758'	'University of Melbourne'	Melbourne School of Psychological Sciences, The University of Melbourne.	Y
716	10419/179190	13	Melbourne School of Psychological Sciences		'10.13039/100008758'	'University of Melbourne'	Melbourne School of Psychological Sciences, The University of Melbourne.	Y
717	10419/179190	13	Australian Postgraduate Award		'10.13039/100008758'	'University of Melbourne'	Melbourne School of Psychological Sciences, The University of Melbourne.	Y
718	10419/180080	13	Spanish Ministry of Economy		'10.13039/501100004837'	'Spanish Ministry of Science and Innovation', 'Spanish Ministry of Economy and Competitiveness'	This paper is based upon work supported by the Spanish Ministry of Economy and Competitiveness (pro- jectECO2011-23189). One of the authors also gratefully acknowledges the grant from the Spanish Ministry of Science and Innovation [FPU AP2008-004015].	Y
719	10419/180083	15	National Science Center			'National Science Center, Poland'	This work was supported by the National Science Center, granted by Decision no. 2013/09/D/ HS4/01051.	Y
720	10419/180083	15	Decision No.2013/09			'National Science Center, Poland'	This work was supported by the National Science Center, granted by Decision no. 2013/09/D/ HS4/01051.	Y
721	10419/180084	15	European Commission		'10.13039/501100000783'	'Research Executive Agency'	This work was supported by the Research Executive Agency of the European Commission [grant number 611259].	Y
722	10419/180084	15	grant No.611259		'10.13039/501100000783'	'Research Executive Agency'	This work was supported by the Research Executive Agency of the European Commission [grant number 611259].	Y
723	10419/180085	19	Polish National Science Centre			'the Polish National Science Centre (NCN)'	This work was supported by the Polish National Science Centre [6752/B/H03/2011/40].	Y
724	10419/180090	13	decision number DEC-2013/11 / D / HS4/03840		'10.13039/501100004281'	'Narodowe Centrum Nauki', 'National Science Centre (Poland)'	The project was financed using the sources of the National Science Centre (Poland) granted under decision number DEC-2013/11/D/HS4/03840.	Y
725	10419/180093	17	Autoritatea Nationala pentru Cercetare Stiintiﬁca		'10.13039/501100005802'	'Autoritatea Nationala pentru Cercetare Stiintifica'	Maria Miruna Pochea acknowledges that this work was supported by Autoritatea Nationala pentru Cercetare Stiintifica, CNCS – UEFISCDI, project number [PN-II-RU-TE-2014-4-1827].	Y
726	10419/180093	17	CNCS		'10.13039/501100005802'	'Autoritatea Nationala pentru Cercetare Stiintifica'	Maria Miruna Pochea acknowledges that this work was supported by Autoritatea Nationala pentru Cercetare Stiintifica, CNCS – UEFISCDI, project number [PN-II-RU-TE-2014-4-1827].	Y
727	10419/180095	16	Directorate General for Employment			'Directorate General for Employment, Social Affairs and Inclusion of the European Commission'	The process of extending and updating EUROMOD is financially supported by the Directorate General for Employment, Social Affairs and Inclusion of the European Commission [Progress grant number VS/2011/0445].	Y
728	10419/180095	16	European Commission			'Directorate General for Employment, Social Affairs and Inclusion of the European Commission'	The process of extending and updating EUROMOD is financially supported by the Directorate General for Employment, Social Affairs and Inclusion of the European Commission [Progress grant number VS/2011/0445].	Y
729	10419/180095	16	grant No.VS/2011/0445			'Directorate General for Employment, Social Affairs and Inclusion of the European Commission'	The process of extending and updating EUROMOD is financially supported by the Directorate General for Employment, Social Affairs and Inclusion of the European Commission [Progress grant number VS/2011/0445].	Y
730	10419/180095	16	EUROMOD			'Directorate General for Employment, Social Affairs and Inclusion of the European Commission'	The process of extending and updating EUROMOD is financially supported by the Directorate General for Employment, Social Affairs and Inclusion of the European Commission [Progress grant number VS/2011/0445].	Y
731	10419/180096	22	Eesti Teadusagentuur		'10.13039/501100002301', '10.13039/501100004963'	'Eesti Teadusagentuur', 'Seventh Framework Programme'	This work was supported by Eesti Teadusagentuur [grant number IUT20-49] and European Union Seventh Framework Programme [grant number 613256].	Y
732	10419/180096	22	grant No.IUT20-49		'10.13039/501100002301', '10.13039/501100004963'	'Eesti Teadusagentuur', 'Seventh Framework Programme'	This work was supported by Eesti Teadusagentuur [grant number IUT20-49] and European Union Seventh Framework Programme [grant number 613256].	Y
733	10419/180096	22	grant No.613256		'10.13039/501100002301', '10.13039/501100004963'	'Eesti Teadusagentuur', 'Seventh Framework Programme'	This work was supported by Eesti Teadusagentuur [grant number IUT20-49] and European Union Seventh Framework Programme [grant number 613256].	Y
734	10419/180096	22	TVERDOSTUP		'10.13039/501100002301', '10.13039/501100004963'	'Eesti Teadusagentuur', 'Seventh Framework Programme'	This work was supported by Eesti Teadusagentuur [grant number IUT20-49] and European Union Seventh Framework Programme [grant number 613256].	Y
735	10419/180096	22	AND		'10.13039/501100002301', '10.13039/501100004963'	'Eesti Teadusagentuur', 'Seventh Framework Programme'	This work was supported by Eesti Teadusagentuur [grant number IUT20-49] and European Union Seventh Framework Programme [grant number 613256].	Y
736	10419/180096	22	MASSO		'10.13039/501100002301', '10.13039/501100004963'	'Eesti Teadusagentuur', 'Seventh Framework Programme'	This work was supported by Eesti Teadusagentuur [grant number IUT20-49] and European Union Seventh Framework Programme [grant number 613256].	Y
737	10419/180099	12	National Science Centre of Poland		'10.13039/501100004281'	'Narodowe Centrum Nauki'	This work was supported by National Science Centre of Poland [DEC-2013/11/B/HS4/01040].	Y
738	10419/180099	12	contributors Tinatin Akhvlediani		'10.13039/501100004281'	'Narodowe Centrum Nauki'	This work was supported by National Science Centre of Poland [DEC-2013/11/B/HS4/01040].	Y
739	10419/180099	12	PhD candidate		'10.13039/501100004281'	'Narodowe Centrum Nauki'	This work was supported by National Science Centre of Poland [DEC-2013/11/B/HS4/01040].	Y
740	10419/180099	12	Economic Sciences		'10.13039/501100004281'	'Narodowe Centrum Nauki'	This work was supported by National Science Centre of Poland [DEC-2013/11/B/HS4/01040].	Y
741	10419/180099	12	Indiana University		'10.13039/501100004281'	'Narodowe Centrum Nauki'	This work was supported by National Science Centre of Poland [DEC-2013/11/B/HS4/01040].	Y
742	10419/180099	12	BALTIC		'10.13039/501100004281'	'Narodowe Centrum Nauki'	This work was supported by National Science Centre of Poland [DEC-2013/11/B/HS4/01040].	Y
743	10419/180099	12	JOURNAL		'10.13039/501100004281'	'Narodowe Centrum Nauki'	This work was supported by National Science Centre of Poland [DEC-2013/11/B/HS4/01040].	Y
744	10419/180099	12	ECONOMICS		'10.13039/501100004281'	'Narodowe Centrum Nauki'	This work was supported by National Science Centre of Poland [DEC-2013/11/B/HS4/01040].	Y
745	10419/180103	15	National Science Centre Poland		'10.13039/501100001870', '10.13039/501100004281'	'Fundacja na rzecz Nauki Polskiej', 'Narodowe Centrum Nauki'	I gratefully acknowledge financial support from the National Science Centre Poland, project no. UMO-2012/05/N/HS4/00194. Ewa Gałecka-Burdziak is a ‘START’ Scholarship holder granted by the Foundation for Polish Science (FNP).	Y
746	10419/180106	23	National Science Center		'10.13039/501100004281'	'Narodowe Centrum Nauki'	This work was supported by Narodowe Centrum Nauki: [2014/13/B/HS4/00209].	Y
747	10419/180106	23	Narodowe Centrum Nauki		'10.13039/501100004281'	'Narodowe Centrum Nauki'	This work was supported by Narodowe Centrum Nauki: [2014/13/B/HS4/00209].	Y
748	10419/180106	23	contributors Dariusz Filip		'10.13039/501100004281'	'Narodowe Centrum Nauki'	This work was supported by Narodowe Centrum Nauki: [2014/13/B/HS4/00209].	Y
749	10419/180106	23	Cardinal Stefan Wyszynski University		'10.13039/501100004281'	'Narodowe Centrum Nauki'	This work was supported by Narodowe Centrum Nauki: [2014/13/B/HS4/00209].	Y
750	10419/180106	23	Kozminski University		'10.13039/501100004281'	'Narodowe Centrum Nauki'	This work was supported by Narodowe Centrum Nauki: [2014/13/B/HS4/00209].	Y
751	10419/180106	23	SME finance		'10.13039/501100004281'	'Narodowe Centrum Nauki'	This work was supported by Narodowe Centrum Nauki: [2014/13/B/HS4/00209].	Y
752	10419/180106	23	BALTIC		'10.13039/501100004281'	'Narodowe Centrum Nauki'	This work was supported by Narodowe Centrum Nauki: [2014/13/B/HS4/00209].	Y
753	10419/180106	23	JOURNAL		'10.13039/501100004281'	'Narodowe Centrum Nauki'	This work was supported by Narodowe Centrum Nauki: [2014/13/B/HS4/00209].	Y
754	10419/180106	23	ECONOMICS		'10.13039/501100004281'	'Narodowe Centrum Nauki'	This work was supported by Narodowe Centrum Nauki: [2014/13/B/HS4/00209].	Y
755	10419/180106	23	NCN		'10.13039/501100004281'	'Narodowe Centrum Nauki'	This work was supported by Narodowe Centrum Nauki: [2014/13/B/HS4/00209].	Y
756	10419/180106	23	UKSW		'10.13039/501100004281'	'Narodowe Centrum Nauki'	This work was supported by Narodowe Centrum Nauki: [2014/13/B/HS4/00209].	Y
757	10419/180106	23	SME		'10.13039/501100004281'	'Narodowe Centrum Nauki'	This work was supported by Narodowe Centrum Nauki: [2014/13/B/HS4/00209].	Y
758	10419/180688	19	Deutsche Forschungsgemeinschaft		'10.13039/501100001659'	'Deutsche Forschungsgemeinschaft'	I acknowledge financial support from the Deutsche Forschungsgemeinschaft (grant number TA 829/2-2).	Y
759	10419/180688	19	grant No.TA		'10.13039/501100001659'	'Deutsche Forschungsgemeinschaft'	I acknowledge financial support from the Deutsche Forschungsgemeinschaft (grant number TA 829/2-2).	Y
760	10419/180843	20	Bundesministerium für Bildung und Forschung		'10.13039/501100002347'	'Bundesministerium für Bildung und Forschung'	This research was supported by Bundesministerium für Bildung und Forschung: [Grant Number 03INTBF01B].	Y
761	10419/180843	20	Grant No.03INTBF01B		'10.13039/501100002347'	'Bundesministerium für Bildung und Forschung'	This research was supported by Bundesministerium für Bildung und Forschung: [Grant Number 03INTBF01B].	Y
762	10419/180852	16	Conservative Party		'10.13039/501100000269', '10.13039/100008078'	'Economic and Social Research Council', 'University of Strathclyde', 'Wissenschaftszentrum Berlin and the Centre for the Study of Public Policy'	The work of the first-named author was supported by an Economic and Social Research Council grant number ES/I03482X/1 about the global experience of cor- ruption. The PBB survey was funded by the Wissenschaftszentrum Berlin and the Centre for the Study of Public Policy, University of Strathclyde. 	Y
763	10419/180852	16	Economic and Social Research Council		'10.13039/501100000269', '10.13039/100008078'	'Economic and Social Research Council', 'University of Strathclyde', 'Wissenschaftszentrum Berlin and the Centre for the Study of Public Policy'	The work of the first-named author was supported by an Economic and Social Research Council grant number ES/I03482X/1 about the global experience of cor- ruption. The PBB survey was funded by the Wissenschaftszentrum Berlin and the Centre for the Study of Public Policy, University of Strathclyde. 	Y
